sha256,canonical_path,removed_path,canonical_split,removed_split,label,reason
cae574a343cc22d23df97c0c8c3e8cbb9311630ee396aa3da26a0dc72d35f2b7,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\019_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\019_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
ea1b254b637d514b21c38ee42827eb969f553b8e58c97835f6af6ad9cdceae50,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\020_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\020_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
62d4d67556f7aeee13c43ced153ce7626583a642b08c4dfc4a97bb28faca2caa,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\021_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\021_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
ee4637c36d61aa3f2e1ba236da0704666dcb52ef0828431b2d33b4ffd565cf73,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\022_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\022_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
db8b01311f4a58ca76cd0cb2af6dc082e069c4d3c6e445b58acd3cd4da7e37da,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\023_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\023_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
1a45251516f36a3ec4ac61b50b25589e4c331d811511fc84c42419bddd480b5b,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\024_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\024_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
3726321161b587c36ebe14158ae4f913ff1e05596eb8e4876ea6a65707df47ae,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\025_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\025_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
aea9e7b5e37f3e767dfb51a38db647fbffcbc946d6302bbb333169b494566465,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\026_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\026_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
72dc163ba2d903de6f0024a6a42bd60c2809da2c83205579089842f171f68426,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\027_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\027_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
b4f58a6c883b7aef57a5811ff6ffc1a407b424de6c1090307c4e8a262e67bebd,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\028_Normal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\028_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
d86b6dd8561c5f2fdaedfbc445f88636eb8b1cc32aa80c6f4414981e83b8879b,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\029_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\029_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
f5119a20427a6fab9982fab5938d9eae9ea8c31d5ebb5b9887171204b2bb4d3a,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\17\030_Drusen.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\NORMAL\34\030_Drusen.tif,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
374b3ee84eea8e6c38c415e8175333884adce71d969038558ca781e7778ff473,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\000_Normal.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\000_Normal.jpg,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
30825417cf755f1e4f28cb3d81c8acafc6e099b387f6d48845fecb57263cd63d,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\001_Normal.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\001_Normal.jpg,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
b13c035bda9b1921f0b5a1fea382386f05461d2dbc87f59fdbfac10a5285bc00,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\002_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\002_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
5a789b95677595b88a404d63f3995a4671f2fb164646198e67cea36a5a225e2e,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\003_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\003_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
5f1d91edc2d326fbc939ffe0c32e6d9d2054221157f91731a4b69d33338dc549,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\004_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\004_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
1335cc10710cedb8811d3e13a344acb230c89330e04a3b5390ab4119b73f967a,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\005_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\005_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
4467123801b7ddb87c65a916544815aca1fbbc59150b428ed3b1a13200e499f3,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\006_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\006_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
5a94329b35953937a7fdf540c742b798791b02d6ab1fa505cefb5f81df08d709,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\007_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\007_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
551dea16984cda258a48508c70f78894707d035be53d90f1582785e628713c0d,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\008_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\008_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
dde15c0b51b31e7d3f9466eee6d407c87970ee04cc988207df3a7c8009bde31d,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\009_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\009_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
92698a3ca9cdbeab81c8d41391f0d80d9d267b9f12df5dd3b70794bc236dad46,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\010_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\010_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
8438a9677a6bfb5fe6b572bd0bb432bf25374f0cb6889a3c91b8c0889e9ee1d8,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\011_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\011_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
9ce939248dea21aa9bf4fc86f9bf99f2255601bc3e8cedccc6cac5d11340cb50,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\012_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\012_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
813ce41779cf8e9e5d5e05833d6583e64cc9fd8ba1ee45cf278e27444be596a1,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\013_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\013_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
57ef69533b176115076f0301ebded79feccf6d458687b3ed70891ff58c353db9,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\014_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\014_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
d12def4ce25ab5278026b865d4f151b97a3144024fced6bbea238741c7f81be3,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\015_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\015_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
2867433147f7b5a7d19d4b40dab0e23feae0dac754165423cdd6e29eebc6c6ab,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\016_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\016_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
bcac3a6bb2821fc7f8626e09eee97ee050c25db62c8235e1bcf23d6ead9ecc2a,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\017_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\017_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
1a2c8f21499c7de7aaab620bda1fae69cb1a17ead7d6cf711b1cd45fb2a74b19,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\018_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\018_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
f362e5a52af4158bbc9b48fe7e853abc7bab36e49e485964445050e0b39953ea,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\019_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\019_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
6ebdf85c39e57c1bc243695acadec6485f4b2093fc01ba67118aa0ed9ab41b77,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\020_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\020_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
d41d2d5bc8578b7465aa8744831e218a9c786e872497019d809ab54d9f904b37,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\021_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\021_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
ca9feb901b8a641f418a8016ea6c6a66071726f27f3c0b59931e5234a5914101,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\022_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\022_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
96ea31c7c12cf15b895d0c6e67a420eb32cd3f179f6884ec445f28067b184e25,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\023_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\023_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
47d64bfc7733b5ef202e4850353a3b0e886750e0efa4d3bd6341598f4423df1e,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\22\024_Drusen.jpg,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\83\024_Drusen.jpg,unknown,unknown,DRUSEN,sha256_exact_duplicate_keep_one
75999ea68b8954367a4a13f8ea0a05e2f82f38e76e1afa64912fea19929e939e,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\000_NOrmal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\000_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
f4a347dc8bd832112010dc2a55a7877a2ce081ee1bdf828c626974037d7264c8,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\004_NOrmal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\004_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
aaa2acff245c35207b9ea535b7cf564e6f57185997e96cce347661a805e6e98c,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\005_NOrmal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\005_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
06bf2714d58ca813919f013a76f8b0b82288a3fb9d2594d46156b9eaa8eea06e,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\006_NOrmal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\006_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
4aa3d00bbd00e84c6ba76c89c89f8916af169e38992dbbd89dcfa31fdc85ac71,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\007_NOrmal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\007_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
db8d81da48e3fa40143d1b3354de07deb7f43e61f421e422638fb4f436655cac,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\008_NOrmal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\008_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
c70594b06c2e5bc4b1e036823d820d5430706eb68409a4f19a509c450597b64f,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\029_NOrmal.tif,D:\AIUB\DSP\Code\Datasets\NEH_UT_2021RetinalOCTDataset\NEH_UT_2021RetinalOCTDataset_V2\DRUSEN\59\029_Normal.tif,unknown,unknown,NORMAL,sha256_exact_duplicate_keep_one
